rank,candidate_id,candidate_name,final_fit_score,similarity_score,required_skill_score,important_skill_score,matched_required_skills,matched_important_skills,missing_required_skills
215,KG_02106,Kaggle Candidate 2106,11,2.84,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
216,KG_01664,Kaggle Candidate 1664,10.99,2.8,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
217,KG_00898,Kaggle Candidate 898,10.97,2.77,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
218,KG_01238,Kaggle Candidate 1238,10.97,2.77,16.67,25,sql,communication,"data cleaning, data visualization, excel, statistics, tableau"
219,KG_01890,Kaggle Candidate 1890,10.96,2.75,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
220,KG_00773,Kaggle Candidate 773,10.94,2.72,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
221,KG_02124,Kaggle Candidate 2124,10.91,2.66,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
222,KG_00700,Kaggle Candidate 700,10.89,2.61,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
223,KG_00303,Kaggle Candidate 303,10.89,2.61,16.67,25,sql,communication,"data cleaning, data visualization, excel, statistics, tableau"
224,KG_02211,Kaggle Candidate 2211,10.87,2.58,16.67,25,sql,communication,"data cleaning, data visualization, excel, statistics, tableau"
225,KG_01831,Kaggle Candidate 1831,10.87,2.57,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
226,KG_01353,Kaggle Candidate 1353,10.87,2.56,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
227,KG_01368,Kaggle Candidate 1368,10.85,2.54,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
228,KG_00320,Kaggle Candidate 320,10.85,2.53,16.67,25,sql,communication,"data cleaning, data visualization, excel, statistics, tableau"
229,KG_00328,Kaggle Candidate 328,10.84,2.52,16.67,25,sql,communication,"data cleaning, data visualization, excel, statistics, tableau"
230,KG_02184,Kaggle Candidate 2184,10.82,2.47,16.67,25,sql,communication,"data cleaning, data visualization, excel, statistics, tableau"
231,KG_02204,Kaggle Candidate 2204,10.81,2.44,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
232,KG_01590,Kaggle Candidate 1590,10.81,2.45,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
233,KG_00109,Kaggle Candidate 109,10.81,2.46,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
234,KG_00513,Kaggle Candidate 513,10.8,2.43,16.67,25,tableau,communication,"data cleaning, data visualization, excel, sql, statistics"
235,KG_00311,Kaggle Candidate 311,10.8,2.43,16.67,25,sql,communication,"data cleaning, data visualization, excel, statistics, tableau"
236,KG_01535,Kaggle Candidate 1535,10.79,2.41,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
237,KG_00774,Kaggle Candidate 774,10.78,2.39,16.67,25,sql,communication,"data cleaning, data visualization, excel, statistics, tableau"
238,KG_01145,Kaggle Candidate 1145,10.78,2.39,16.67,25,statistics,communication,"data cleaning, data visualization, excel, sql, tableau"
239,KG_00896,Kaggle Candidate 896,10.77,2.38,16.67,25,statistics,communication,"data cleaning, data visualization, excel, sql, tableau"
240,KG_01668,Kaggle Candidate 1668,10.76,2.36,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
241,KG_00095,Kaggle Candidate 95,10.76,2.34,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
242,KG_01193,Kaggle Candidate 1193,10.74,2.32,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
243,KG_01184,Kaggle Candidate 1184,10.72,2.28,16.67,25,sql,communication,"data cleaning, data visualization, excel, statistics, tableau"
244,KG_02422,Kaggle Candidate 2422,10.72,2.27,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
245,KG_01867,Kaggle Candidate 1867,10.7,2.24,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
246,KG_00587,Kaggle Candidate 587,10.7,2.22,16.67,25,statistics,communication,"data cleaning, data visualization, excel, sql, tableau"
247,KG_01254,Kaggle Candidate 1254,10.7,2.24,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
248,KG_01549,Kaggle Candidate 1549,10.7,2.22,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
249,KG_00084,Kaggle Candidate 84,10.69,2.22,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
250,KG_01118,Kaggle Candidate 1118,10.69,2.21,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
251,KG_01869,Kaggle Candidate 1869,10.69,2.21,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
252,KG_00630,Kaggle Candidate 630,10.67,2.18,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
253,KG_02222,Kaggle Candidate 2222,10.67,2.18,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
254,KG_00044,Kaggle Candidate 44,10.66,2.16,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
255,KG_02370,Kaggle Candidate 2370,10.65,2.13,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
256,KG_02415,Kaggle Candidate 2415,10.63,2.1,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
257,KG_02241,Kaggle Candidate 2241,10.63,2.1,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
258,KG_00689,Kaggle Candidate 689,10.62,2.08,16.67,25,statistics,communication,"data cleaning, data visualization, excel, sql, tableau"
259,KG_01874,Kaggle Candidate 1874,10.62,2.08,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
260,KG_02034,Kaggle Candidate 2034,10.61,2.06,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
261,KG_00075,Kaggle Candidate 75,10.58,1.98,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
262,KG_00207,Kaggle Candidate 207,10.58,2,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
263,KG_01326,Kaggle Candidate 1326,10.58,2,16.67,25,statistics,communication,"data cleaning, data visualization, excel, sql, tableau"
264,KG_01455,Kaggle Candidate 1455,10.58,1.99,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
265,KG_00098,Kaggle Candidate 98,10.57,1.98,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
266,KG_00082,Kaggle Candidate 82,10.57,1.96,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
267,KG_02154,Kaggle Candidate 2154,10.56,1.96,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
268,KG_01595,Kaggle Candidate 1595,10.56,1.95,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
269,KG_02208,Kaggle Candidate 2208,10.56,1.96,16.67,25,sql,communication,"data cleaning, data visualization, excel, statistics, tableau"
270,KG_00163,Kaggle Candidate 163,10.55,1.94,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
271,KG_02110,Kaggle Candidate 2110,10.55,1.93,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
272,KG_01152,Kaggle Candidate 1152,10.54,1.92,16.67,25,sql,python,"data cleaning, data visualization, excel, statistics, tableau"
273,KG_00041,Kaggle Candidate 41,10.54,1.92,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
274,KG_02472,Kaggle Candidate 2472,10.54,1.91,16.67,25,statistics,communication,"data cleaning, data visualization, excel, sql, tableau"
275,KG_00762,Kaggle Candidate 762,10.53,1.89,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
276,KG_00078,Kaggle Candidate 78,10.53,1.89,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
277,KG_00459,Kaggle Candidate 459,10.52,1.87,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
278,KG_01718,Kaggle Candidate 1718,10.51,1.86,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
279,KG_01586,Kaggle Candidate 1586,10.51,1.85,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
280,KG_00782,Kaggle Candidate 782,10.51,1.85,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
281,KG_01848,Kaggle Candidate 1848,10.5,1.83,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
282,KG_01224,Kaggle Candidate 1224,10.49,1.81,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
283,KG_02330,Kaggle Candidate 2330,10.49,1.82,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
284,KG_01180,Kaggle Candidate 1180,10.49,1.82,16.67,25,sql,communication,"data cleaning, data visualization, excel, statistics, tableau"
285,KG_00155,Kaggle Candidate 155,10.49,1.82,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
286,KG_02218,Kaggle Candidate 2218,10.49,1.81,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
287,KG_00508,Kaggle Candidate 508,10.49,1.82,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
288,KG_02177,Kaggle Candidate 2177,10.48,1.8,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
289,KG_01246,Kaggle Candidate 1246,10.47,1.78,16.67,25,statistics,communication,"data cleaning, data visualization, excel, sql, tableau"
290,KG_01914,Kaggle Candidate 1914,10.47,1.77,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
291,KG_01999,Kaggle Candidate 1999,10.47,1.78,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
292,KG_01197,Kaggle Candidate 1197,10.46,1.75,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
293,KG_01665,Kaggle Candidate 1665,10.46,1.76,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
294,KG_00264,Kaggle Candidate 264,10.46,1.75,16.67,25,sql,communication,"data cleaning, data visualization, excel, statistics, tableau"
295,KG_00780,Kaggle Candidate 780,10.46,1.75,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
296,KG_00304,Kaggle Candidate 304,10.46,1.76,16.67,25,sql,communication,"data cleaning, data visualization, excel, statistics, tableau"
297,KG_01016,Kaggle Candidate 1016,10.45,1.73,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
298,KG_01894,Kaggle Candidate 1894,10.45,1.73,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
299,KG_01320,Kaggle Candidate 1320,10.45,1.72,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
300,KG_00017,Kaggle Candidate 17,10.45,1.74,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
301,KG_00489,Kaggle Candidate 489,10.44,1.7,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
302,KG_00132,Kaggle Candidate 132,10.44,1.72,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
303,KG_01767,Kaggle Candidate 1767,10.44,1.72,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
304,KG_01477,Kaggle Candidate 1477,10.43,1.69,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
305,KG_01141,Kaggle Candidate 1141,10.43,1.69,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
306,KG_02455,Kaggle Candidate 2455,10.43,1.7,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
307,KG_02403,Kaggle Candidate 2403,10.43,1.69,16.67,25,excel,python,"data cleaning, data visualization, sql, statistics, tableau"
308,KG_01781,Kaggle Candidate 1781,10.43,1.69,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
309,KG_01505,Kaggle Candidate 1505,10.42,1.67,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
310,KG_01504,Kaggle Candidate 1504,10.42,1.67,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
311,KG_00127,Kaggle Candidate 127,10.42,1.66,16.67,25,statistics,python,"data cleaning, data visualization, excel, sql, tableau"
312,KG_00247,Kaggle Candidate 247,10.42,1.67,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
313,KG_00533,Kaggle Candidate 533,10.42,1.66,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
314,KG_00232,Kaggle Candidate 232,10.41,1.65,16.67,25,sql,communication,"data cleaning, data visualization, excel, statistics, tableau"
315,KG_00045,Kaggle Candidate 45,10.41,1.64,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
316,KG_00497,Kaggle Candidate 497,10.41,1.66,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
317,KG_01974,Kaggle Candidate 1974,10.4,1.63,16.67,25,sql,communication,"data cleaning, data visualization, excel, statistics, tableau"
318,KG_00981,Kaggle Candidate 981,10.4,1.63,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
319,KG_00575,Kaggle Candidate 575,10.4,1.64,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
320,KG_01868,Kaggle Candidate 1868,10.39,1.61,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
321,KG_00062,Kaggle Candidate 62,10.39,1.62,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
322,KG_00298,Kaggle Candidate 298,10.38,1.59,16.67,25,sql,communication,"data cleaning, data visualization, excel, statistics, tableau"
323,KG_00463,Kaggle Candidate 463,10.38,1.6,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
324,KG_02365,Kaggle Candidate 2365,10.37,1.58,16.67,25,statistics,communication,"data cleaning, data visualization, excel, sql, tableau"
325,KG_00983,Kaggle Candidate 983,10.37,1.57,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
326,KG_02156,Kaggle Candidate 2156,10.37,1.58,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
327,KG_01350,Kaggle Candidate 1350,10.37,1.57,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
328,KG_01975,Kaggle Candidate 1975,10.37,1.57,16.67,25,statistics,communication,"data cleaning, data visualization, excel, sql, tableau"
329,KG_00451,Kaggle Candidate 451,10.37,1.58,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
330,KG_01467,Kaggle Candidate 1467,10.37,1.57,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
331,KG_02006,Kaggle Candidate 2006,10.36,1.56,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
332,KG_02122,Kaggle Candidate 2122,10.36,1.56,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
333,KG_01799,Kaggle Candidate 1799,10.35,1.54,16.67,25,sql,python,"data cleaning, data visualization, excel, statistics, tableau"
334,KG_01949,Kaggle Candidate 1949,10.35,1.54,16.67,25,excel,communication,"data cleaning, data visualization, sql, statistics, tableau"
